Product ID,Product Name,Price,Review,Rating,One-word Review,Cleaned_Review,Tokenized_Review,Cleaned_One_Word_Review,TextBlob_Sentiment_Score,TextBlob_Sentiment
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Its a very light weight and Slim phone with 5500 Mah battery
Awesome design
Display is very bright
Camera is good in the price range
Charging speed is also superb and battery performance is awesome lasts easily a day.",5,Perfect product!,its a very light weight and slim phone with mah battery awesome design display is very bright camera is good in the price range charging speed is also superb and battery performance is awesome lasts easily a day,light weight slim phone mah battery awesome design display bright camera good price range charge speed also superb battery performance awesome last easily day,perfect product,0.7947619047619048,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Good 👍,5,Highly recommended,good,good,highly recommended,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"👌👌👌👌👍
Very good camera and best for gaming",5,Fabulous!,very good camera and best for gaming,good camera good game,fabulous,0.955,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Everything is good like camera battery display. I will update in next seven days overall this is budget phone.,5,Excellent,everything is good like camera battery display i will update in next seven days overall this is budget phone,everything good like camera battery display update next seven day overall budget phone,excellent,0.2333333333333333,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Perfect phone under the budget of 25k. Display, camera, look, everything is awesome. The battery backup is really really great. Ai eraser in the photo editing section .... its working very well.

My rating is 4.5 out of 5.

The only thing I noticed was that need to improve the portrait mode in the camera section.",5,Mind-blowing purchase,perfect phone under the budget of k display camera look everything is awesome the battery backup is really really great ai eraser in the photo editing section its working very well my rating is out of the only thing i noticed was that need to improve the portrait mode in the camera section,perfect phone budget k display camera look everything awesome battery backup really really great ai eraser photo editing section work well rating thing notice need improve portrait mode camera section,mindblowing purchase,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very good product with superfast delivery...❤️❤️,5,Mind-blowing purchase,very good product with superfast delivery,good product superfast delivery,mindblowing purchase,0.9099999999999999,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Overall everything is Good.Camera is very Good and also massive Battery.
But I slightly disappointed for the back colour. The Sandstone orange colour is not too Bright as shown in the image.",4,Very Good,overall everything is goodcamera is very good and also massive battery but i slightly disappointed for the back colour the sandstone orange colour is not too bright as shown in the image,overall everything goodcamera good also massive battery slightly disappoint back colour sandstone orange colour bright show image,very good,0.14333333333333334,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Best in this segment 🥰,5,Highly recommended,best in this segment,good segment,highly recommended,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"I am writing review after using 4 days.

Pros

1. Design is awesome. Feel very light weight and very sleek design. Feel very comfortable and have perfect grip.
2. Camera is perfect. You can capture perfect picture in this price range.
3. Network connection is perfect. Having no any issue related network.
4. Display - it's ok. Needs some more colour detailing in this price range but overall perfect.There is no much more use of peak brightness it's all are advertising propoganda.
5. Heating -...
READ MORE",4,Wonderful,i am writing review after using days pros design is awesome feel very light weight and very sleek design feel very comfortable and have perfect grip camera is perfect you can capture perfect picture in this price range network connection is perfect having no any issue related network display its ok needs some more colour detailing in this price range but overall perfectthere is no much more use of peak brightness its all are advertising propoganda heating read more,write review use day pro design awesome feel light weight sleek design feel comfortable perfect grip camera perfect capture perfect picture price range network connection perfect issue relate network display ok need colour detail price range overall perfectthere much use peak brightness advertise propoganda heating read,wonderful,0.535,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Excellent. If you r looking for a mobile under 25 k then this is for you. But I got this in 18k by exchange my old phone. So go for it. Camera Design performance all are fine. Budget friendly mobile.,5,Brilliant,excellent if you r looking for a mobile under k then this is for you but i got this in k by exchange my old phone so go for it camera design performance all are fine budget friendly mobile,excellent r look mobile k get k exchange old phone go camera design performance fine budget friendly mobile,brilliant,0.4729166666666667,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Best Performance by a gaming,5,Brilliant,best performance by a gaming,good performance gaming,brilliant,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Great Phone in this price segment.
Display: 10/10
Camera: Back (8/10), Front (6.5/10).
Battery: 10/10
Performance: 8.5/10
Looks and Design: 8/10",5,Terrific purchase,great phone in this price segment display camera back front battery performance looks and design,great phone price segment display camera back front battery performance look design,terrific purchase,0.4,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Superb Excellent 👌👍 Phone in the price segment
Super fast delivery 🚚 Thanks Flipkart 👍👌👌",5,Highly recommended,superb excellent phone in the price segment super fast delivery thanks flipkart,superb excellent phone price segment super fast delivery thank flipkart,highly recommended,0.5466666666666667,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"1. Camera -4.4/5
2. Design -4.7/5
3. Battery -4.7/5
4. Performance - 4.6/5
Overall Vivo T3 Pro is very good this price segment and camera is really pretty 😍",4,Worth the money,camera design battery performance overall vivo t pro is very good this price segment and camera is really pretty,camera design battery performance overall vivo pro good price segment camera really pretty,worth the money,0.38666666666666666,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"This phone, feature, specifications all are good",4,Delightful,this phone feature specifications all are good,phone feature specification good,delightful,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"BATTERY BACKUP IS GOOD
CHARGING SPEED IS FAST
GOOD DIVICE",4,Delightful,battery backup is good charging speed is fast good divice,battery backup good charge speed fast good divice,delightful,0.5333333333333333,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,I love vivo.🥳🥳🥳🥳🥳,5,Perfect product!,i love vivo,love vivo,perfect product,0.5,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Everything is very good 👍👍👍👍👍😊😊😊😊😊🎉🎉🎉🎉🎉🥳🥳🥳🥳,5,Terrific purchase,everything is very good,everything good,terrific purchase,0.9099999999999999,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very good 👍👍👍👍👍,5,Brilliant,very good,good,brilliant,0.9099999999999999,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Very good mobile in this range. Battery good , Fast charging, Rear camera is fantastic but front camera is need to improvement.",4,Fabulous!,very good mobile in this range battery good fast charging rear camera is fantastic but front camera is need to improvement,good mobile range battery good fast charge rear camera fantastic front camera need improvement,fabulous,0.5525,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"The phone is good. It feels so light. The screen is good too. The front camera could be improved a little but still does the job. Overall I have no complaints from this phone there are just some little bugs which I hope would be fixed in future by vivo. Gaming is awesome in this phone. So far I have seen no hang or such thing. Battery backup is awesome you could easily play games whole day and it doesn't take much time for charge too. The speaker quality could be improved. 8/10 (Gamers you ca...
READ MORE",5,Awesome,the phone is good it feels so light the screen is good too the front camera could be improved a little but still does the job overall i have no complaints from this phone there are just some little bugs which i hope would be fixed in future by vivo gaming is awesome in this phone so far i have seen no hang or such thing battery backup is awesome you could easily play games whole day and it doesnt take much time for charge too the speaker quality could be improved gamers you ca read more,phone good feel light screen good front camera could improve little still job overall complaint phone little bug hope would fix future vivo gaming awesome phone far see hang thing battery backup awesome could easily play game whole day not take much time charge speaker quality could improve gamer can read,awesome,0.30989583333333337,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"My Primary preference of a mobile phone was Better Display,Better Battery backup and charging speed . In all formats the phone stands superb . The camera quality is top notch.",5,Wonderful,my primary preference of a mobile phone was better displaybetter battery backup and charging speed in all formats the phone stands superb the camera quality is top notch,primary preference mobile phone well displaybetter battery backup charge speed format phone stand superb camera quality top notch,wonderful,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Awesome phone superb camera super battery sarwa gun sampan❤️,5,Great product,awesome phone superb camera super battery sarwa gun sampan,awesome phone superb camera super battery sarwa gun sampan,great product,0.7777777777777778,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Slimmest mobile nice performance,5,Great product,slimmest mobile nice performance,slim mobile nice performance,great product,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Everything is good 👍 😊,5,Simply awesome,everything is good,everything good,simply awesome,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Best quality photos and videos 📷,5,Awesome,best quality photos and videos,good quality photo video,awesome,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Best phone in this segment for a reason. Epic display with a consistent camera and monster processor to handle all the process smoothly.,5,Brilliant,best phone in this segment for a reason epic display with a consistent camera and monster processor to handle all the process smoothly,good phone segment reason epic display consistent camera monster processor handle process smoothly,brilliant,0.4375,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"After 15 days of use, I am reviewing this phone. Following are my observations
1. Camera- very good
2 Battery- great, lasts more then 2 days
3. Display- very good
4. Design, good, camera size slight high
5. Performance- Good, Slight leg on unlocking through finger.
Overall a very good phone at this price.",5,Excellent,after days of use i am reviewing this phone following are my observations camera very good battery great lasts more then days display very good design good camera size slight high performance good slight leg on unlocking through finger overall a very good phone at this price,day use review phone follow observation camera good battery great last day display good design good camera size slight high performance good slight leg unlock finger overall good phone price,excellent,0.4380555555555556,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"No words to justify this mobile according to price, Awesome mobile
Battery - 5/5
Fast charging- 5/5
Display- 4.5/5
Performance - 4.5/5
Speaker - 4.5/5
Go ahead",4,Good choice,no words to justify this mobile according to price awesome mobile battery fast charging display performance speaker go ahead,word justify mobile accord price awesome mobile battery fast charge display performance speaker go ahead,good choice,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Vivo T3 Pro is the best phone 👍👍,5,Awesome,vivo t pro is the best phone,vivo pro good phone,awesome,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Nice product vivo,5,Excellent,nice product vivo,nice product vivo,excellent,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Performance is too good
Besi gaming phone under 25k
Battery and display is also top notch
Selfie camera could have been better",5,Awesome,performance is too good besi gaming phone under k battery and display is also top notch selfie camera could have been better,performance good besi game phone k battery display also top notch selfie camera could well,awesome,0.5666666666666667,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,The camera is good and the performance is also good,5,Super!,the camera is good and the performance is also good,camera good performance also good,super,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Ok Go with a good at this price range 25k but You will buy with offers only in between 21-23k with any offers Not Value Of Money because some features there no in this Mobile Like NFC Gorilla glass with Storage side,5,Terrific purchase,ok go with a good at this price range k but you will buy with offers only in between k with any offers not value of money because some features there no in this mobile like nfc gorilla glass with storage side,ok go good price range k buy offer k offer value money feature mobile like nfc gorilla glass storage side,terrific purchase,0.28,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Loved my product!! Fast, great screen, long battery life, and affordable. Camera quality could be enhanced. Great value overall!!",4,Worth the money,loved my product fast great screen long battery life and affordable camera quality could be enhanced great value overall,love product fast great screen long battery life affordable camera quality could enhance great value overall,worth the money,0.4083333333333334,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Best Camera.........
Best Battery....
Best display.....",5,Terrific purchase,best camera best battery best display,good camera good battery good display,terrific purchase,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very nice mobile camera battery display...,5,Terrific,very nice mobile camera battery display,nice mobile camera battery display,terrific,0.78,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Camera Quality Very Awesome 💯😎
Battery 🔋 backup very awesome
Display touch super fast work 😁",5,Must buy!,camera quality very awesome battery backup very awesome display touch super fast work,camera quality awesome battery backup awesome display touch super fast work,must buy,0.6333333333333334,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Superb phone superb performance. Camera quality is Super display super,5,Classy product,superb phone superb performance camera quality is super display super,superb phone superb performance camera quality super display super,classy product,0.6666666666666667,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"I using this mobile as a normal user ,not heavy user , battery is big power backup once charge upto 2days lasts, and camera is superb ,display also good , design is very slim and light weight and performance also very Good , overall Vivo t3 pro is a Excellent",5,Great product,i using this mobile as a normal user not heavy user battery is big power backup once charge upto days lasts and camera is superb display also good design is very slim and light weight and performance also very good overall vivo t pro is a excellent,use mobile normal user heavy user battery big power backup charge upto day last camera superb display also good design slim light weight performance also good overall vivo pro excellent,great product,0.446,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,What a camera and battery performance....wow it's Amazing phone in this price range...overall satisfied and happy to buy this phone..,5,Fabulous!,what a camera and battery performancewow its amazing phone in this price rangeoverall satisfied and happy to buy this phone,camera battery performancewow amazing phone price rangeoverall satisfied happy buy phone,fabulous,0.6333333333333334,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Nice device,5,Wonderful,nice device,nice device,wonderful,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very Nice camera phone.,5,Fabulous!,very nice camera phone,nice camera phone,fabulous,0.78,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Battery Is Super. 5/5
Front camera is good. 4/5
Back camera portrait mode us osm 5/5
Performances is osm. 5/5
Charging speed is osm. 5/5
Finally we Ignoreing front camera than over all decent Smartphone",4,Really Nice,battery is super front camera is good back camera portrait mode us osm performances is osm charging speed is osm finally we ignoreing front camera than over all decent smartphone,battery super front camera good back camera portrait mode we osm performance osm charge speed osm finally ignore front camera decent smartphone,really nice,0.24,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Jayanta good photo good phoon,4,Wonderful,jayanta good photo good phoon,jayanta good photo good phoon,wonderful,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Everything is fine and smooth. Camera is good,5,Super!,everything is fine and smooth camera is good,everything fine smooth camera good,super,0.5055555555555555,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Overall, it's a good all rounder phone.
Slight disappointment with display, although enough bright but color accuracy dull.
l my previous realme 12 pro has better display ...
Vivo should be work on display.",3,Nice,overall its a good all rounder phone slight disappointment with display although enough bright but color accuracy dull l my previous realme pro has better display vivo should be work on display,overall good rounder phone slight disappointment display although enough bright color accuracy dull l previous realme pro well display vivo work display,nice,0.07500000000000001,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"I expected a lot from cameras. Colors come out nice but lacks detail in each and every image. Front camera is simply heartbreaking. How can a 25k phone take such low quality selfies which lack detail is beyond me. Vivo is know for camera and we made a big mistake by going with brand name.

Performs as promised, battery is excellent and display is excellent. I'm okay with the sound as well if not impressed.

Should have given NFC and IR blaster. They are very useful for us.

Phone doesn't hea...
READ MORE",4,Pretty good,i expected a lot from cameras colors come out nice but lacks detail in each and every image front camera is simply heartbreaking how can a k phone take such low quality selfies which lack detail is beyond me vivo is know for camera and we made a big mistake by going with brand name performs as promised battery is excellent and display is excellent im okay with the sound as well if not impressed should have given nfc and ir blaster they are very useful for us phone doesnt hea read more,expect lot cameras color come nice lack detail every image front camera simply heartbreake k phone take low quality selfie lack detail beyond vivo know camera make big mistake go brand name perform promise battery excellent display excellent okay sound well impressed give nfc ir blaster useful us phone not hea read,pretty good,0.2915384615384615,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Charging adaptor heating problem...
Iska solution very soon...",4,Wonderful,charging adaptor heating problem iska solution very soon,charge adaptor heating problem iska solution soon,wonderful,0.2,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"T3 pro is degradation of T2 pro,
Camera is not as good as t2 pro not even as moto edge 50 fusion
I've bought T3 pro and moto edge50 fusion both this month, i must say MOTO IS BETTER.
Moto camera, look has beaten vivo t3 pro.",4,Nice product,t pro is degradation of t pro camera is not as good as t pro not even as moto edge fusion ive bought t pro and moto edge fusion both this month i must say moto is better moto camera look has beaten vivo t pro,pro degradation pro camera good pro even moto edge fusion buy pro moto edge fusion month must say moto well moto camera look beat vivo pro,nice product,0.6,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Portrait mode is awesome... Fast charging but display isn't scratch proof... Device is OK, But Price Should be in Range of 18 - 20k",3,Nice,portrait mode is awesome fast charging but display isnt scratch proof device is ok but price should be in range of k,portrait mode awesome fast charging display not scratch proof device ok price range k,nice,0.5666666666666667,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Superb phone,5,Great product,superb phone,superb phone,great product,1.0,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very nice 👍,5,Wonderful,very nice,nice,wonderful,0.78,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Excellent camera and display quality is very good 🥰,5,Fabulous!,excellent camera and display quality is very good,excellent camera display quality good,fabulous,0.955,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"camera 4/5
display 5/5
battery 5/5
performance 4.5/5

overall excellent smartphone in this price.",5,Mind-blowing purchase,camera display battery performance overall excellent smartphone in this price,camera display battery performance overall excellent smartphone price,mindblowing purchase,0.5,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Impressive phone with this segment,it is my short time review,will update long time review after few months",5,Brilliant,impressive phone with this segmentit is my short time reviewwill update long time review after few months,impressive phone segmentit short time reviewwill update long time review month,brilliant,0.1875,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Very good phone 📱. Great design.
Best battery 🔋. Great performance.
(No idea regarding gaming)
Main camera take 5⭐ pic .
Front camera take 4⭐ pic.
Charging 📈 great Speed.",5,Mind-blowing purchase,very good phone great design best battery great performance no idea regarding gaming main camera take pic front camera take pic charging great speed,good phone great design good battery great performance idea regard game main camera take pic front camera take pic charge great speed,mindblowing purchase,0.7461111111111111,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"No match in this price range.
Super battery
Super display
Powerful performance
Good camera",4,Nice product,no match in this price range super battery super display powerful performance good camera,match price range super battery super display powerful performance good camera,nice product,0.41666666666666663,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Very good,5,Fabulous!,very good,good,fabulous,0.9099999999999999,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"camera - 9/10
Camera is quite good. Specially the potrait is superb. Selfie could have been better nothing less its totally satisfactory. Performs very good even at low light
Performance- 8.5/10
Handles day to day task and heavy games quite easily. Bgmi,Zenshain impact runs at good graphics
Display-9/10
Curve display is very good. Colours are bright and punchy. Deep blacks are noticeable. HDR content runs smoothly
Battery- 8.5/10. Can lasts a day easily with moderate to heavy usage. Take abo...
READ MORE",5,Excellent,camera camera is quite good specially the potrait is superb selfie could have been better nothing less its totally satisfactory performs very good even at low light performance handles day to day task and heavy games quite easily bgmizenshain impact runs at good graphics display curve display is very good colours are bright and punchy deep blacks are noticeable hdr content runs smoothly battery can lasts a day easily with moderate to heavy usage take abo read more,camera camera quite good specially potrait superb selfie could well nothing less totally satisfactory perform good even low light performance handle day day task heavy game quite easily bgmizenshain impact run good graphic display curve display good colour bright punchy deep black noticeable hdr content run smoothly battery last day easily moderate heavy usage take abo read,excellent,0.3688571428571429,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Good product. Just little bit battery drain... Camera awesome display very good. Too much app pre installed is disturbing... Disign and look awesome,4,Worth the money,good product just little bit battery drain camera awesome display very good too much app pre installed is disturbing disign and look awesome,good product little bit battery drain camera awesome display good much app pre instal disturb disign look awesome,worth the money,0.44607142857142856,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Aal good,5,Awesome,aal good,aal good,awesome,0.7,Strongly Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,"Overall good phone
Camera 4/5
Display 5/5
Battery 5/5
Performance 5/5",5,Perfect product!,overall good phone camera display battery performance,overall good phone camera display battery performance,perfect product,0.35,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Everything is awesome but the front camera is average,4,Worth the money,everything is awesome but the front camera is average,everything awesome front camera average,worth the money,0.425,Positive
MOBH3XHRUQMKBEZX,"vivo T3 Pro 5G (Emerald Green, 256 GB)",26999.0,Nice 👍👍 product,5,Fabulous!,nice product,nice product,fabulous,0.6,Strongly Positive
